date_time,c_ip,cs_method,cs_uri_stem,sc_status,sc_bytes,time_taken,actual_country,product_name,is_lead,is_hire,is_conversion,lead_score,campaign_source,device_type,industry_sector,session_quality,deal_value_usd,city,city_lat,city_lon
2026-01-06 16:27:00,41.220.46.184,GET,/solutions/threat_monitor,200,1939,318,Zimbabwe,Threat Monitor Pro,False,False,False,3,LinkedIn,Desktop,Education,Fast,0,Bulawayo,-20.149,28.5867
2026-01-07 10:54:00,102.129.122.23,GET,/events/promotional_event,500,8627,491,South Africa,Events & Webinars,False,False,False,2,Organic Search,Tablet,Finance,Fast,0,Durban,-29.8587,31.0218
2026-02-18 13:26:00,155.255.30.86,GET,/api/ai_assistant,200,2670,1593,Botswana,CyberNova AI Assistant,False,False,False,4,Partner Referral,Tablet,SME,Slow,0,Maun,-19.9833,23.4167
2026-02-15 00:03:00,196.216.162.72,GET,/api/ai_assistant,200,5113,1229,Botswana,CyberNova AI Assistant,False,False,False,4,Partner Referral,Mobile,Government,Good,0,Gaborone,-24.6282,25.9231
2026-02-13 17:48:00,155.255.126.4,GET,/jobs/submit_placement,200,7154,467,Botswana,Digital Careers,False,True,True,2,Google Ads,Mobile,SME,Fast,0,Francistown,-21.17,27.511
2026-02-24 01:51:00,197.188.21.212,GET,/solutions/threat_monitor,404,8763,1757,Namibia,Threat Monitor Pro,False,False,False,3,Organic Search,Desktop,Education,Slow,0,Walvis Bay,-22.9575,14.5053
2026-02-13 09:51:00,41.220.222.204,GET,/home,200,2108,919,Zimbabwe,Landing Page,False,False,False,1,LinkedIn,Mobile,Healthcare,Good,0,Harare,-17.8252,31.0335
2026-01-17 19:11:00,168.167.56.208,GET,/api/ai_assistant,200,7048,458,Botswana,CyberNova AI Assistant,False,False,False,4,Organic Search,Mobile,Healthcare,Fast,0,Maun,-19.9833,23.4167
2026-02-26 05:17:00,196.216.105.2,GET,/home,200,3274,1318,Botswana,Landing Page,False,False,False,1,Organic Search,Tablet,Government,Good,0,Gaborone,-24.6282,25.9231
2026-02-05 13:21:00,155.255.59.101,GET,/home,200,2979,1080,Botswana,Landing Page,False,False,False,1,Organic Search,Mobile,Education,Good,0,Maun,-19.9833,23.4167
2026-02-02 23:33:00,168.167.103.92,GET,/home,200,2273,1714,Botswana,Landing Page,False,False,False,1,Partner Referral,Desktop,SME,Slow,0,Maun,-19.9833,23.4167
2026-02-02 20:15:00,197.242.73.68,GET,/events/promotional_event,200,8011,108,South Africa,Events & Webinars,False,False,False,2,LinkedIn,Desktop,Healthcare,Fast,0,Johannesburg,-26.2041,28.0473
2026-01-27 11:16:00,168.167.138.252,GET,/home,200,5513,65,Botswana,Landing Page,False,False,False,1,LinkedIn,Mobile,Healthcare,Fast,0,Maun,-19.9833,23.4167
2026-01-05 10:21:00,196.216.184.186,GET,/solutions/threat_monitor,200,5125,301,Botswana,Threat Monitor Pro,False,False,False,3,Partner Referral,Desktop,Healthcare,Fast,0,Gaborone,-24.6282,25.9231
2026-01-11 22:00:00,41.220.148.228,GET,/home,200,1779,1355,Zimbabwe,Landing Page,False,False,False,1,Google Ads,Tablet,Healthcare,Good,0,Bulawayo,-20.149,28.5867
2026-03-01 18:05:00,196.216.76.250,GET,/demos/schedule_demo,200,5707,69,Botswana,Discovery Call,True,False,True,5,LinkedIn,Desktop,SME,Fast,47768,Maun,-19.9833,23.4167
2026-01-03 23:00:00,197.242.139.237,GET,/home,200,5499,800,South Africa,Landing Page,False,False,False,1,Organic Search,Mobile,Healthcare,Good,0,Johannesburg,-26.2041,28.0473
2026-02-19 05:15:00,41.220.190.29,GET,/home,200,5290,1225,Zimbabwe,Landing Page,False,False,False,1,Organic Search,Mobile,Education,Good,0,Harare,-17.8252,31.0335
2026-02-04 00:47:00,155.255.40.193,GET,/jobs/submit_placement,200,6061,847,Botswana,Digital Careers,False,True,True,2,LinkedIn,Tablet,Government,Good,0,Francistown,-21.17,27.511
2026-02-21 01:22:00,102.129.192.226,GET,/events/promotional_event,200,6405,78,South Africa,Events & Webinars,False,False,False,2,Google Ads,Mobile,SME,Fast,0,Cape Town,-33.9249,18.4241
2026-01-15 21:23:00,155.255.88.30,GET,/home,200,6698,1275,Botswana,Landing Page,False,False,False,1,LinkedIn,Desktop,Finance,Good,0,Gaborone,-24.6282,25.9231
2026-01-16 01:32:00,197.188.1.157,GET,/api/ai_assistant,200,3199,1357,Namibia,CyberNova AI Assistant,False,False,False,4,Partner Referral,Mobile,Government,Good,0,Swakopmund,-22.678,14.545
2026-02-06 15:19:00,102.129.24.28,GET,/api/ai_assistant,200,3812,1712,South Africa,CyberNova AI Assistant,False,False,False,4,LinkedIn,Mobile,Healthcare,Slow,0,Johannesburg,-26.2041,28.0473
2026-01-04 20:53:00,197.242.32.54,GET,/jobs/submit_placement,200,4811,1899,South Africa,Digital Careers,False,True,True,2,LinkedIn,Tablet,Healthcare,Slow,0,Johannesburg,-26.2041,28.0473
2026-01-12 07:11:00,168.167.133.93,GET,/home,200,7428,624,Botswana,Landing Page,False,False,False,1,LinkedIn,Desktop,Government,Good,0,Gaborone,-24.6282,25.9231
2026-02-06 23:19:00,102.129.138.23,GET,/home,200,5115,268,South Africa,Landing Page,False,False,False,1,Organic Search,Tablet,SME,Fast,0,Johannesburg,-26.2041,28.0473
2026-01-12 01:44:00,168.167.183.11,GET,/home,200,8155,100,Botswana,Landing Page,False,False,False,1,Organic Search,Mobile,Education,Fast,0,Maun,-19.9833,23.4167
2026-01-03 03:26:00,196.216.118.243,GET,/solutions/threat_monitor,200,8064,1344,Botswana,Threat Monitor Pro,False,False,False,3,Google Ads,Desktop,Finance,Good,0,Maun,-19.9833,23.4167
2026-01-18 05:33:00,168.167.41.128,GET,/home,200,2674,1790,Botswana,Landing Page,False,False,False,1,Organic Search,Tablet,Finance,Slow,0,Francistown,-21.17,27.511
2026-02-23 19:59:00,102.129.110.204,GET,/jobs/submit_placement,200,1657,265,South Africa,Digital Careers,False,True,True,2,Google Ads,Mobile,Government,Fast,0,Durban,-29.8587,31.0218
2026-01-24 10:55:00,155.255.215.95,GET,/home,200,6778,1859,Botswana,Landing Page,False,False,False,1,Partner Referral,Mobile,Healthcare,Slow,0,Francistown,-21.17,27.511
2026-02-17 14:54:00,168.167.103.155,GET,/solutions/threat_monitor,200,7643,1558,Botswana,Threat Monitor Pro,False,False,False,3,Organic Search,Tablet,Government,Slow,0,Maun,-19.9833,23.4167
2026-01-23 05:31:00,155.255.124.213,GET,/api/ai_assistant,200,6343,1084,Botswana,CyberNova AI Assistant,False,False,False,4,Organic Search,Mobile,Education,Good,0,Gaborone,-24.6282,25.9231
2026-01-13 20:04:00,196.216.219.105,GET,/home,200,8996,858,Botswana,Landing Page,False,False,False,1,Organic Search,Desktop,Education,Good,0,Gaborone,-24.6282,25.9231
2026-02-24 09:41:00,168.167.229.25,GET,/api/ai_assistant,200,3250,1090,Botswana,CyberNova AI Assistant,False,False,False,4,Organic Search,Tablet,SME,Good,0,Maun,-19.9833,23.4167
2026-02-08 06:12:00,102.129.233.183,GET,/home,200,4606,514,South Africa,Landing Page,False,False,False,1,LinkedIn,Mobile,Government,Good,0,Johannesburg,-26.2041,28.0473
2026-02-11 19:19:00,155.255.150.19,GET,/home,200,4499,1134,Botswana,Landing Page,False,False,False,1,LinkedIn,Mobile,Finance,Good,0,Maun,-19.9833,23.4167
2026-03-02 00:39:00,168.167.167.93,GET,/api/ai_assistant,200,7565,1113,Botswana,CyberNova AI Assistant,False,False,False,4,Partner Referral,Mobile,Education,Good,0,Francistown,-21.17,27.511
2026-02-25 21:13:00,168.167.65.83,GET,/home,200,7878,417,Botswana,Landing Page,False,False,False,1,LinkedIn,Mobile,Education,Fast,0,Francistown,-21.17,27.511
2026-02-07 18:49:00,168.167.188.228,GET,/solutions/threat_monitor,200,6831,1655,Botswana,Threat Monitor Pro,False,False,False,3,Google Ads,Mobile,SME,Slow,0,Francistown,-21.17,27.511
2026-01-20 20:17:00,41.13.56.130,GET,/jobs/submit_placement,200,8930,1357,South Africa,Digital Careers,False,True,True,2,Partner Referral,Desktop,SME,Good,0,Durban,-29.8587,31.0218
2026-01-12 06:07:00,168.167.216.45,GET,/home,200,2163,216,Botswana,Landing Page,False,False,False,1,Organic Search,Mobile,Healthcare,Fast,0,Gaborone,-24.6282,25.9231
2026-02-04 21:07:00,155.255.44.137,GET,/solutions/threat_monitor,404,2124,759,Botswana,Threat Monitor Pro,False,False,False,3,Organic Search,Desktop,Healthcare,Good,0,Maun,-19.9833,23.4167
2026-01-15 19:49:00,196.216.198.85,GET,/jobs/submit_placement,200,6546,1231,Botswana,Digital Careers,False,True,True,2,Organic Search,Mobile,Finance,Good,0,Maun,-19.9833,23.4167
2026-01-30 01:29:00,155.255.104.184,GET,/api/ai_assistant,200,6153,367,Botswana,CyberNova AI Assistant,False,False,False,4,LinkedIn,Mobile,Healthcare,Fast,0,Maun,-19.9833,23.4167
2026-02-24 11:21:00,154.250.21.45,GET,/home,200,7767,952,Zimbabwe,Landing Page,False,False,False,1,Google Ads,Mobile,Education,Good,0,Mutare,-18.9707,32.6709
2026-01-31 12:59:00,155.255.92.17,GET,/api/ai_assistant,200,8014,1841,Botswana,CyberNova AI Assistant,False,False,False,4,Organic Search,Desktop,Healthcare,Slow,0,Maun,-19.9833,23.4167
2026-01-20 02:00:00,197.188.199.203,GET,/events/promotional_event,200,4519,623,Namibia,Events & Webinars,False,False,False,2,Google Ads,Desktop,SME,Good,0,Swakopmund,-22.678,14.545
2026-01-19 19:24:00,196.216.119.189,GET,/api/ai_assistant,200,4329,1835,Botswana,CyberNova AI Assistant,False,False,False,4,Organic Search,Mobile,SME,Slow,0,Francistown,-21.17,27.511
2026-02-07 16:32:00,168.167.121.252,GET,/jobs/submit_placement,200,2799,456,Botswana,Digital Careers,False,True,True,2,LinkedIn,Tablet,Government,Fast,0,Francistown,-21.17,27.511
2026-01-21 02:50:00,196.216.120.193,GET,/solutions/threat_monitor,200,4591,1473,Botswana,Threat Monitor Pro,False,False,False,3,Google Ads,Desktop,Healthcare,Good,0,Maun,-19.9833,23.4167
2026-02-15 09:20:00,155.255.174.252,GET,/home,200,4563,1166,Botswana,Landing Page,False,False,False,1,Google Ads,Mobile,Government,Good,0,Francistown,-21.17,27.511
2026-02-28 22:04:00,168.167.85.211,GET,/api/ai_assistant,200,5943,91,Botswana,CyberNova AI Assistant,False,False,False,4,Organic Search,Tablet,Government,Fast,0,Francistown,-21.17,27.511
2026-02-08 21:09:00,155.255.209.169,GET,/home,200,7402,819,Botswana,Landing Page,False,False,False,1,LinkedIn,Mobile,Government,Good,0,Gaborone,-24.6282,25.9231
2026-03-02 05:26:00,197.242.86.21,GET,/jobs/submit_placement,200,6916,1325,South Africa,Digital Careers,False,True,True,2,Google Ads,Mobile,Government,Good,0,Johannesburg,-26.2041,28.0473
2026-01-25 10:33:00,41.13.46.25,GET,/home,200,2122,101,South Africa,Landing Page,False,False,False,1,Organic Search,Desktop,Government,Fast,0,Johannesburg,-26.2041,28.0473
2026-02-13 06:43:00,168.167.194.165,GET,/solutions/threat_monitor,200,2132,430,Botswana,Threat Monitor Pro,False,False,False,3,Organic Search,Mobile,Finance,Fast,0,Francistown,-21.17,27.511
2026-01-23 11:07:00,155.255.216.207,GET,/demos/schedule_demo,200,5459,836,Botswana,Discovery Call,True,False,True,5,Direct,Mobile,Healthcare,Good,78440,Francistown,-21.17,27.511
2026-01-01 19:55:00,168.167.111.90,GET,/home,200,2550,424,Botswana,Landing Page,False,False,False,1,Direct,Desktop,SME,Fast,0,Maun,-19.9833,23.4167
2026-02-07 10:53:00,197.242.55.75,GET,/home,200,3513,1631,South Africa,Landing Page,False,False,False,1,LinkedIn,Mobile,Education,Slow,0,Cape Town,-33.9249,18.4241
2026-01-14 23:26:00,41.220.205.216,GET,/home,200,4103,1812,Zimbabwe,Landing Page,False,False,False,1,Organic Search,Desktop,Finance,Slow,0,Harare,-17.8252,31.0335
2026-02-26 21:58:00,197.242.206.199,GET,/demos/schedule_demo,200,7781,1123,South Africa,Discovery Call,True,False,True,5,Direct,Tablet,Healthcare,Good,34313,Cape Town,-33.9249,18.4241
2026-01-02 23:32:00,41.13.43.61,GET,/home,200,5864,237,South Africa,Landing Page,False,False,False,1,Partner Referral,Desktop,Finance,Fast,0,Johannesburg,-26.2041,28.0473
2026-02-22 03:40:00,154.250.89.146,GET,/home,200,4942,206,Zimbabwe,Landing Page,False,False,False,1,LinkedIn,Desktop,SME,Fast,0,Mutare,-18.9707,32.6709
2026-01-20 07:07:00,155.255.95.176,GET,/api/ai_assistant,200,5665,965,Botswana,CyberNova AI Assistant,False,False,False,4,Google Ads,Desktop,SME,Good,0,Maun,-19.9833,23.4167
2026-01-25 10:46:00,155.255.195.30,GET,/home,200,7640,1557,Botswana,Landing Page,False,False,False,1,Organic Search,Tablet,SME,Slow,0,Gaborone,-24.6282,25.9231
2026-02-17 10:12:00,155.255.191.225,GET,/home,200,8247,1807,Botswana,Landing Page,False,False,False,1,Organic Search,Mobile,Healthcare,Slow,0,Gaborone,-24.6282,25.9231
2026-02-13 17:58:00,41.220.44.113,GET,/home,200,8302,298,Zimbabwe,Landing Page,False,False,False,1,Direct,Mobile,Education,Fast,0,Harare,-17.8252,31.0335
2026-01-07 07:52:00,154.250.196.19,GET,/api/ai_assistant,200,5719,892,Zimbabwe,CyberNova AI Assistant,False,False,False,4,Google Ads,Desktop,Government,Good,0,Bulawayo,-20.149,28.5867
2026-03-02 20:13:00,168.167.223.155,GET,/home,200,4411,181,Botswana,Landing Page,False,False,False,1,Organic Search,Desktop,Education,Fast,0,Gaborone,-24.6282,25.9231
2026-01-25 18:39:00,196.216.43.92,GET,/jobs/submit_placement,200,2653,1920,Botswana,Digital Careers,False,True,True,2,Organic Search,Mobile,Finance,Slow,0,Maun,-19.9833,23.4167
2026-02-13 23:59:00,168.167.176.199,GET,/solutions/threat_monitor,200,3583,278,Botswana,Threat Monitor Pro,False,False,False,3,LinkedIn,Desktop,Government,Fast,0,Gaborone,-24.6282,25.9231
2026-01-18 14:13:00,41.220.238.19,GET,/home,200,2545,1783,Zimbabwe,Landing Page,False,False,False,1,Organic Search,Mobile,Government,Slow,0,Bulawayo,-20.149,28.5867
2026-02-25 12:55:00,102.129.179.46,GET,/demos/schedule_demo,200,4430,1462,South Africa,Discovery Call,True,False,True,5,Partner Referral,Tablet,Education,Good,44421,Cape Town,-33.9249,18.4241
2026-01-19 18:54:00,155.255.215.191,GET,/jobs/submit_placement,200,8349,798,Botswana,Digital Careers,False,True,True,2,Partner Referral,Mobile,Finance,Good,0,Gaborone,-24.6282,25.9231
2026-01-10 00:14:00,196.44.219.116,GET,/events/promotional_event,200,8208,125,Namibia,Events & Webinars,False,False,False,2,LinkedIn,Mobile,Government,Fast,0,Walvis Bay,-22.9575,14.5053
2026-02-06 16:56:00,196.216.229.165,GET,/jobs/submit_placement,200,2647,1249,Botswana,Digital Careers,False,True,True,2,Google Ads,Mobile,SME,Good,0,Gaborone,-24.6282,25.9231
2026-02-12 18:16:00,41.13.93.220,GET,/solutions/threat_monitor,200,3316,1590,South Africa,Threat Monitor Pro,False,False,False,3,LinkedIn,Mobile,Education,Slow,0,Durban,-29.8587,31.0218
2026-01-03 03:20:00,155.255.224.233,GET,/solutions/threat_monitor,200,1597,1901,Botswana,Threat Monitor Pro,False,False,False,3,LinkedIn,Mobile,SME,Slow,0,Maun,-19.9833,23.4167
2026-01-17 07:08:00,168.167.163.166,GET,/solutions/threat_monitor,200,3363,1563,Botswana,Threat Monitor Pro,False,False,False,3,LinkedIn,Mobile,Education,Slow,0,Francistown,-21.17,27.511
2026-01-06 19:54:00,197.242.184.236,GET,/home,200,8109,1925,South Africa,Landing Page,False,False,False,1,Organic Search,Mobile,Healthcare,Slow,0,Durban,-29.8587,31.0218
2026-02-25 09:31:00,196.216.50.3,GET,/events/promotional_event,200,1662,1676,Botswana,Events & Webinars,False,False,False,2,Google Ads,Mobile,Healthcare,Slow,0,Francistown,-21.17,27.511
2026-02-25 16:06:00,155.255.153.57,GET,/solutions/threat_monitor,200,7307,433,Botswana,Threat Monitor Pro,False,False,False,3,Organic Search,Mobile,Healthcare,Fast,0,Gaborone,-24.6282,25.9231
2026-02-12 09:01:00,197.188.168.3,GET,/demos/schedule_demo,200,6209,765,Namibia,Discovery Call,True,False,True,5,Google Ads,Mobile,Finance,Good,24862,Windhoek,-22.5609,17.0658
2026-01-15 17:34:00,196.44.165.119,GET,/home,200,4737,1911,Namibia,Landing Page,False,False,False,1,Organic Search,Mobile,SME,Slow,0,Walvis Bay,-22.9575,14.5053
2026-02-05 01:54:00,102.129.122.188,GET,/api/ai_assistant,200,1674,159,South Africa,CyberNova AI Assistant,False,False,False,4,Organic Search,Mobile,SME,Fast,0,Cape Town,-33.9249,18.4241
2026-01-10 22:00:00,197.242.189.191,GET,/api/ai_assistant,200,3393,1541,South Africa,CyberNova AI Assistant,False,False,False,4,Organic Search,Mobile,Government,Slow,0,Durban,-29.8587,31.0218
2026-01-26 02:07:00,196.216.7.6,GET,/home,200,3945,1447,Botswana,Landing Page,False,False,False,1,LinkedIn,Mobile,Finance,Good,0,Gaborone,-24.6282,25.9231
2026-02-07 03:41:00,102.129.42.85,GET,/events/promotional_event,200,4249,57,South Africa,Events & Webinars,False,False,False,2,Organic Search,Mobile,Finance,Fast,0,Durban,-29.8587,31.0218
2026-03-03 05:25:00,197.188.26.219,GET,/jobs/submit_placement,200,3566,1415,Namibia,Digital Careers,False,True,True,2,Direct,Desktop,Healthcare,Good,0,Walvis Bay,-22.9575,14.5053
2026-02-24 15:32:00,41.220.140.183,GET,/home,200,3527,1690,Zimbabwe,Landing Page,False,False,False,1,LinkedIn,Tablet,Healthcare,Slow,0,Harare,-17.8252,31.0335
2026-01-16 09:11:00,197.188.254.126,GET,/home,200,1629,1273,Namibia,Landing Page,False,False,False,1,Organic Search,Tablet,Government,Good,0,Swakopmund,-22.678,14.545
2026-01-30 14:46:00,102.129.8.53,GET,/home,200,2716,437,South Africa,Landing Page,False,False,False,1,LinkedIn,Desktop,Healthcare,Fast,0,Durban,-29.8587,31.0218
2026-02-27 17:49:00,41.13.210.11,GET,/api/ai_assistant,200,2554,1810,South Africa,CyberNova AI Assistant,False,False,False,4,Organic Search,Desktop,Healthcare,Slow,0,Johannesburg,-26.2041,28.0473
2026-02-06 21:43:00,168.167.1.160,GET,/jobs/submit_placement,200,2142,65,Botswana,Digital Careers,False,True,True,2,Direct,Mobile,Education,Fast,0,Gaborone,-24.6282,25.9231
2026-02-08 01:38:00,41.13.129.131,GET,/solutions/threat_monitor,200,5228,1754,South Africa,Threat Monitor Pro,False,False,False,3,Google Ads,Desktop,Education,Slow,0,Johannesburg,-26.2041,28.0473
2026-01-24 17:23:00,196.216.125.116,GET,/api/ai_assistant,200,8643,1315,Botswana,CyberNova AI Assistant,False,False,False,4,Partner Referral,Desktop,Education,Good,0,Francistown,-21.17,27.511
2026-02-07 23:17:00,41.13.200.38,GET,/demos/schedule_demo,200,3307,279,South Africa,Discovery Call,True,False,True,5,Organic Search,Desktop,Finance,Fast,40751,Johannesburg,-26.2041,28.0473
2026-02-25 21:32:00,155.255.159.134,GET,/api/ai_assistant,200,7481,1710,Botswana,CyberNova AI Assistant,False,False,False,4,Google Ads,Tablet,Healthcare,Slow,0,Francistown,-21.17,27.511
2026-02-18 23:52:00,168.167.17.3,GET,/home,200,7879,541,Botswana,Landing Page,False,False,False,1,Google Ads,Mobile,Government,Good,0,Maun,-19.9833,23.4167
